State,Institute
Maharashtra,"SND COLLEGE OF ENGINEERING & RESEARCH CENTER, BABHULGAON"
Maharashtra,BHAVARLALJI JAIN COLLEGE OF ENGINEERING
Maharashtra,SNJB'S SHRIMAN SURESHDADA JAIN COLLEGE OF PHARMACY
Maharashtra,"SOJAR COLLEGE OF PHARMACY(POLY),KHANDVI"
Maharashtra,SOMAYYA DIPLOMA IN ENGINEERING
Maharashtra,SONEKAR COLLEGE OF PHARMACY
Maharashtra,SOU SHARDADEVI PANDIT POLYTECHNI INSTITUTE ALANI
Maharashtra,"SOU. VENUTAI CHAVAN PHARMACY COLLEGE, PHALTAN"
Maharashtra,CHARITABLE TRUST'S GROUP OF INSTITUTIONS
Maharashtra,"SPM'S COLLEGE OF PHARMACY(POLY.), AKLUJ."
Maharashtra,"SPM'S COLLEGE OF PHARMACY, MALEWADI, SANGOLA ROAD AKLUJ."
Maharashtra,SRES' SANJIVANI INSTITUTE OF PHARMACY AND RESEARCH
Maharashtra,SSBT'S COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,SSS COLLEGE OF PHARMACY
Maharashtra,"SSS COLLEGE OF PHARMACY(POLY),SAWARDE"
Maharashtra,ST. FRANCIS INSTITUTE OF MANAGEMENT AND RESEARCH
Maharashtra,ST. FRANCIS INSTITUTE OF TECHNOLOGY (ENGG. COLLEGE)
Maharashtra,ST. JOHN COLLEGE OF ENGINEERING AND TECHNOLOGY
Maharashtra,ST. JOHN INSTITUTE OF PHARMACY AND RESEARCH
Maharashtra,"ST. VINCENT PALLOTTI COLLEGE OF ENGG. & TECHNOLOGY, NAGPUR"
Maharashtra,ST. XAVIER'S TECHNICAL INSTITUTE
Maharashtra,SUDHAKARRAO NAIK INSTITUTE OF PHARMACY
Maharashtra,SUDHAKARRAO NAIK INSTITUTE OF PHARMACY(D.PHARM)
Maharashtra,SUHAS INSTITUTE OF TECHNOLOGY
Maharashtra,SUMAN RAMESH TULSIANI TECHNICAL CAMPUS- FACULTY OF ENGINEERING
Maharashtra,"SURESH DESHMUKH COLLEGE OF ENGINEERING, SELUKATE"
Maharashtra,MANAGEMENT AND MASS COMMUNICATION
Maharashtra,BUSINESS MANAGEMENT & TECHNOLOGY
Maharashtra,SURYODAYA COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,"SVERI'S COLLEGE OF ENGINEERING, PANDHARPUR"
Maharashtra,SVKM'S DR. BHANUBEN NANAVATI COLLEGE OF PHARMACY
Maharashtra,SVKM'S NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES
Maharashtra,SVNHT'S COLLEGE OF B.PHARMACY
Maharashtra,SVPM'S COLLEGE OF PHARMACY
Maharashtra,SWAMI INSTITUTE OF PHARMACY
Maharashtra,"MARATHWADA UNIVERSITY'S SUB- CENTRE,LATUR"
Maharashtra,SWAMI RAMANAND TEERTH POLYTECHINIC COLLEGE
Maharashtra,SWAMI VIVEKANAND INSTITUTE OF TECHNOLOGY & MANAGEMENT
Maharashtra,SWAMI VIVEKANAND SANTHA INSTITUTE OF PHARMACY
Maharashtra,SWARAJ INSTITUTE OF MANAGEMENT
Maharashtra,D. PHARMACY COLLEGE (MINORITY) D. PHARMACY COLLEGE
Maharashtra,"D. PHARMACY HOKARNA CAMPUS, TQ. MUKHED. DIST. NANDED."
Maharashtra,COLLEGE OF MANAGEMENT AND RESEARCH
Maharashtra,OF PHARMACY (DIPLOMA) WARANANAGAR
Maharashtra,INSTITUTE OF ENGINEERING AND TECHNOLOGY
Maharashtra,RESEARCH AND ENTREPRENEURSHIP EDUCATION (SIMSREE)
Maharashtra,HON'BLE LOKSEVAK MADHUKARRAO CHAUDHARI COLLEGE OF PHARMACY
Maharashtra,TERNA PUBLIC CHARITABLE TRUST'S TERNA ENGINEERING COLLEGE
Maharashtra,THADOMAL SHAHANI ENGINEERING COLLEGE
Maharashtra,THAKUR COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,THAKUR INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH
Maharashtra,"STUDIES, CAREER DEVELOPMENT AND RESEARCH"
Maharashtra,THAKUR SCHOOL OF ARCHITECTURE & PLANNING
Maharashtra,DIPLOMA COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,THEEM COLLEGE OF ENGINEERING
Maharashtra,TIRPUDE INSTITUTE OF MANAGEMENT EDUCATION
Maharashtra,MANAGEMENT & CATERING TECHNOLOGY
Maharashtra,TRIMURTI INSTITUTE OF TECHNOLOGY
Maharashtra,"TRINITY ACADEMY OF ENGINEERING, PUNE"
Maharashtra,TRINITY COLLEGE OF ENGINEERING & RESEARCH
Maharashtra,TRINITY INSTITUTE OF MANAGEMENT & RESEARCH
Maharashtra,TSSM'S BHIVARABAI SAWANT COLLEGE OF ENGINEERING AND RESEARCH
Maharashtra,TULI COLLEGE OF HOTEL MANAGEMENT
Maharashtra,TULSIRAMJI GAIKWAD-PATIL COLLEGE OF ENGINEERING AND TECHNOLOGY
Maharashtra,"TVES INSTITUTE OF PHARMACY, FAIZPUR"
Maharashtra,U.B.K.W.T.D. PHARMACY COLLEGE
Maharashtra,UNIQUE INSTITUTE OF MANAGEMENT
Maharashtra,UNIVERSAL BUSINESS SCHOOL
Maharashtra,UNIVERSAL COLLEGE OF ENGINEERING & RESEARCH
Maharashtra,UNIVERSAL COLLEGE OF MANAGEMENT
Maharashtra,"TECHNOLOGY, NORTH MAHARASHTRA UNIVERSITY, JALGAON"
Maharashtra,USHA MITTAL INSTITUTE OF TECHNOLOGY
Maharashtra,UTTAMRAO DESHMUKH INSTITUTE OF PHARMACY (D. PHARM)
Maharashtra,V M INSTITUTE OF ENGINEERING & TECHNOLOGY
Maharashtra,V. J. SHINDE COLLEGE OF ENGINEERING
Maharashtra,"V.J.SHINDE POLYTENIC COLLEGE, OSMANABAD"
Maharashtra,"V.P.INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH, SANGLI."
Maharashtra,INSTITUTE OF COOPERATIVE MANAGEMENT
Maharashtra,VAMANRAO ITHAPE D.PHARMACY COLLEGE
Maharashtra,VASANTIDEVI PATIL INSTITUTE OF PHARMACY KODOLI
Maharashtra,"VASANTRAO NAIK INSTITUTE OF TECHNOLOGY,VASARNI,NANDED"
Maharashtra,VEDANT INSTITUTE OF MANAGEMENT & STUDIES
Maharashtra,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE
Maharashtra,VENKATESHWARA INSTITUE OF MANAGEMENT
Maharashtra,VIDARBHA INSTITUTE OF PHARMACY
Maharashtra,DEPARTMENT OF RESEARCH & PG STUDIES AND MANAGEMENT
Maharashtra,"VIDYA INSTITUTE OF TECHNOLOGY, DHANORE"
Maharashtra,VIDYA NIKETAN COLLEGE OF ENGINEERING
Maharashtra,VIDYA NIKETAN INSTITUTE OF ENGINEERING AND TECHNOLOGY
Maharashtra,"ENGINEERING & TECHNOLOGY, LONAVALA"
Maharashtra,VIDYA PRATISHTHAN'S COLLEGE OF ENGINEERING BARAMATI
Maharashtra,VIDYA PRATISHTHANS INSTITUTE OF INFORMATION TECHNOLOGY
Maharashtra,VIDYA VIKAS EDUCATION TRUST'S TECHNICAL CAMPUS
Maharashtra,"OF ENGINEERING & TECHNOLOGY,SOLAPUR"
Maharashtra,"VIDYABHARATI COLLEGE OF PHARMACY, AMRAVATI"
Maharashtra,VIDYALANKAR INSTITUTE OF TECHNOLOGY
Maharashtra,VIDYAVARDHINI INSTITUTE OF TECHNOLOGY
Maharashtra,VIDYAVARDHINI'S COLLEGE OF ENGINEERING AND TECHNOLOGY
Maharashtra,VILASRAO DESHMUKH COLLEGE OF ENGINEERING & TECHNOLOGY
Maharashtra,VILASRAO DESHMUKH FOUNDATION GROUP OF INSTITUTIONS
Maharashtra,"ENGINEERING AND TECHNOLOGY, KANNAD"
Maharashtra,VISHAL JUNNAR SEVA MANDAL'S INSTITUTE OF PHARMACY
Maharashtra,INSTITUTE OF PHARMACY FOR WOMEN
Maharashtra,PHARMACEUTICAL EDUCATION AND RESEARCH
Maharashtra,"VISHWABHARATI ACADEMY'S COLLEGE OF ENGINEERING, AHMEDNAGAR"
Maharashtra,INSTITUTE OF MANAGEMENT AND RESEARCH
Maharashtra,VISHWAKARMA GLOBAL BUSINESS SCHOOL
Maharashtra,VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY
Maharashtra,VISHWAKARMA INSTITUTE OF MANAGEMENT
Maharashtra,VISHWAKARMA INSTITUTE OF TECHNOLOGY
Maharashtra,MADANBHAI SURA INSTITUTE OF BUSINESS MANAGEMENT
Maharashtra,AND ENGINEERING TECHNOLOGY (I MEET)
Maharashtra,VISHWASATTYA COLLEGE OF MBA
Maharashtra,VISHWATMAK OM GURUDEV COLLEGE OF ENGINEERING
Maharashtra,INDIRA INSTITUTE OF BUSINESS MANAGEMENT
Maharashtra,VISHWESHWARAYYA ABHIYANTRIKI PADVIKA MAHAVIDYALAYA
Maharashtra,VIVA COLLEGE OF DIPLOMA ENGINEERING AND TECHNOLOGY
Maharashtra,VIVA INSTITUTE OF APPLIED ART
Maharashtra,AND RESEARCH (VIVA SCHOOL OF MANAGEMENT AND RESEARCH)
Maharashtra,VIVA INSTITUTE OF PHARMACY
Maharashtra,VIVA INSTITUTE OF TECHNOLOGY
Maharashtra,VIVA SCHOOL OF MCA
Maharashtra,SEVABHAVI SANSTHA'S COLLEGE OF PHARMACY (D.PHARM.)
Maharashtra,VIVEKANAND EDUCATION SOCIETY'S COLLEGE OF PHARMACY
Maharashtra,INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH
Maharashtra,VIVEKANAND EDUCATION SOCIETY'S INSTITUTE OF TECHNOLOGY
Maharashtra,VMV COMMERCE JMT ARTS & JJP SCIENCE COLLEGE
Maharashtra,VPM'S DR. V.N.BEDEKAR INSTITUTE OF MANAGEMENT STUDIES
Maharashtra,VPM'S MAHARSHI PARSHURAM COLLEGE OF ENGINEERING
Maharashtra,R. AJMERA MCA COLLEGE FOR WOMEN
Maharashtra,WAINGANGA COLLEGE OF ENGINEERING AND MANAGEMENT
Maharashtra,WALCHAND COLLEGE OF ENGINEERING
Maharashtra,WALCHAND INSTITUTE OF TECHNOLOGY
Maharashtra,SANSTHA INSTITUTE FOR MANAGEMENT AND RESEARCH
Maharashtra,WARPUDKAR INSTITUTE OF PHARMACY (D.PHARMACY)
Maharashtra,WOMENS COLLEGE OF PHARMACY
Maharashtra,WOMENS TECHNICAL EDUCATION & RESEARCH INSTITUTE
Maharashtra,XAVIER INSTITUTE OF ENGINEERING
Maharashtra,XAVIER INSTITUTE OF MANAGEMENT & RESEARCH
Maharashtra,Y. B. CHAVAN COLLEGE OF PHARMACY
Maharashtra,"Y.D.MANE INSTITUTE OF TECHNOLOGY,KAGAL"
Maharashtra,YADAVRAO TASGAONKAR COLLEGE OF ENGINEERING & MANAGEMENT
Maharashtra,YADAVRAO TASGAONKAR INSTITUTE OF ENGNEERING AND TECHNOLOGY
Maharashtra,OF MANAGEMENT STUDIES & RESEARCH
Maharashtra,YADAVRAO TASGAONKAR INSTITUTE OF PHARMACY
Maharashtra,YADAVRAO TASGAONKAR INSTITUTE OF PHARMACY (DIPLOMA)
Maharashtra,YADAVRAO TASGAONKAR SCHOOLOF BUSINESS MANAGEMENT
Maharashtra,"YASH INSTITUTE OF PHARMACY, AURANGABAD."
Maharashtra,"YASHODA COLLEGE OF ARCHITECTURE, SATARA"
Maharashtra,YASHODA TECHNICAL CAMPUS SATARA
Maharashtra,YASHWANTRAO BHONSALE COLLEGE OF PHARMACY
Maharashtra,YASHWANTRAO CHAVAN COLLGE OF PHARMACY AHMEDNAGAR
Maharashtra,YASHWANTRAO CHAVAN SCHOOL OF RURAL DEVELOPMENT
Maharashtra,YASHWANTRAO CHAVAN SCHOOL OF RURAL DEVELOPMENT
Maharashtra,YASHWANTRAO CHAVAN SCHOOL OF RURAL DEVELOPMENT
Maharashtra,MANAGEMENT (MCA PROGRAMME) KARAD
Maharashtra,"YASHWANTRAO MOHITE INSTITUTE OF MANAGEMENT, KARAD"
Maharashtra,PATALDHAMAL WADHWANI COLLEGE OF PHARMACY
Maharashtra,YESHWANTRAO CHAVAN COLLEGE OF ENGINEERING
Maharashtra,YMT COLLEGE OF MANAGEMENT
Maharashtra,ZEAL INSTITUTE OF MANAGEMENT & COMPUTER APPLICATION
Manipur,CENTRAL INSTITUTE OF PLASTICS ENGINEERING & TECHNOLOGY
Manipur,GOVERNMENT COLLEGE OF TECHNOLOGY
Meghalaya,REGIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY
Meghalaya,SCHOOL OF BUSINESS SCIENCES
Meghalaya,"ST. ANTHONYT'S COLLEGE, SHILLONG"
Mizoram,REGIONAL INSTITUTE OF PARAMEDICAL & NURSING SCIENCES
Nagaland,INSTITUTE OF COMMUNICATION AND INFORMATION TECHNOLOGY
Nagaland,NAGALAND TOOL ROOM & TRAINING CENTRE
Nagaland,SCHOOL OF ENGINEERING AND TECHNOLOGY
Nagaland,"SCHOOL OF MANAGEMENT STUDIES, NAGALAND UNIVERSITY"
Nicobar Islands,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY
Odisha,ACADEMY OF BUSINESS ADMINISTRATION
Odisha,ACADEMY OF MANAGEMENT & INFORMATION TECHNOLOGY
Odisha,ADARSHA COLLEGE OF ENGINEERING
Odisha,TECHNOLOGY CENTRE (APPTC) - A UNIT OF CIPET
Odisha,AFFINITY BUSINESS SCHOOL
Odisha,"AJAY BINAY INSTITUTE OF TECHNOLOGY , CUTTACK"
Odisha,APEX INSTITUTE OF TECHNOLOGY & MANAGEMENT
Odisha,APEX INSTITUTE OF TECHNOLOGY AND MANAGEMENT
Odisha,ARYAN INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,ASIAN SCHOOL OF BUSINESS MANAGEMENT
Odisha,ASIAN SCHOOL OF TECHNOLOGY
Odisha,ASIAN WORKERS DEVELOPMENT INSTITUTE (AWDI)
Odisha,ASTHA SCHOOL OF MANAGEMENT
Odisha,ASTRAL INSTITUTE OF MANAGEMENT STUDIES
Odisha,AUM SAI INSTITUTE OF TECHNICAL EDUCATION
Odisha,BADRIPRASAD INSTITUTE OF TECHNOLOGY
Odisha,BALASORE COLLEGE OF ENGINEERING AND TECHNOLOGY
Odisha,BALASORE SCHOOL OF ENGINEERING
Odisha,BARABATI INSTITUTE OF MANAGEMENT STUDIES
Odisha,BARAPADA SCHOOL OF ENGINEERING & TECHNOLOGY
Odisha,INTERNATIONAL INSTITUTE OF TECHNOLOGY
Odisha,BARUNEI INSTITUTE OF ENGINEERING AND TECHNOLOGY
Odisha,BERHAMPUR SCHOOL OF ENGINEERING & TECHNOLOGY
Odisha,BHADRAK ENGINEERING SCHOOL AND TECHNOLOGY
Odisha,BHADRAK INSTITUTE OF ENGINEERING AND TECHNOLOGY
Odisha,COMMUNICATION AND MANAGEMENT
Odisha,BHUBANANANDA ORISSA SCHOOL OF ENGINEERING
Odisha,BHUBANESWAR COLLEGE OF ENGINEERING
Odisha,BHUBANESWAR ENGINEERING COLLEGE (BEC)
Odisha,BHUBANESWAR INSTITUTE OF INDUSTRIAL TECHNOLOGY
Odisha,MANAGEMENT & INFORMATION TECHNOLOGY
Odisha,BHUBANESWAR INSTITUTE OF TECHNOLOGY
Odisha,INFORMATION TECHNOLOGY AND MANAGEMENT STUDIES
Odisha,BIJU PATNAIK INSTITUTE OF TECHNOLOGY
Odisha,BIJU PATTANAIK FILM & TELEVISION INSTITUTE OF ORISSA
Odisha,BIRLA INSTITUTE OF MANAGEMENT TECHNOLOGY
Odisha,"ENGINEERING & TECHNOLOGY, JHARSUGUDA"
Odisha,BLACK DIAMOND SCHOOL OF ENGINEERING
Odisha,BRM INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY
Odisha,BRM INTERNATIONAL INSTITUTE OF MANAGEMENT
Odisha,C.V.RAMAN COLLEGE OF ENGINEERING
Odisha,C.V.RAMAN COMPUTER ACADEMY
Odisha,CAPITAL ENGINEERING COLLEGE
Odisha,CAPITAL INSTITUTE OF MANAGEMENT AND SCIENCE
Odisha,CENTRAL INSTITUTE OF PLASTICS ENGINEERIG & TECHNOLOGY
Odisha,CENTRAL TOOL ROOM & TRAINING CENTRE
Odisha,"CENTRE FOR MANAGEMENT STUDIES, ORISSA ENGINEERING COLLEGE"
Odisha,CENTURION INSTITUTE OF TECHNOLOGY
Odisha,CITY INSTITUTE OF TECHNICAL EDUCATION
Odisha,COLLEGE OF ENGINEERING AND TECHNOLOGY
Odisha,COLLEGE OF ENGINEERING BHUBANESWAR
Odisha,COLLEGE OF IT & MANAGEMENT EDUCATION
Odisha,"COLLEGE OF PHARMACEUTICAL SCIENCES, BERHAMPUR"
Odisha,"COLLEGE OF PHARMACEUTICAL SCIENCES,PURI"
Odisha,DADHICHI COLLEGE OF PHARMACY
Odisha,ENGINEERING AND MANAGEMENT STUDIES (DRIEMS) MBA
Odisha,DHENKANAL AUTONOMOUS COLLEGE
Odisha,OF INFORMATION TECHNOLOGY & MANAGEMENT SCIENCE
Odisha,DRIEMS
Odisha,DRIEMS BUSINESS SCHOOL
Odisha,EASTERN ACADEMY OF SCIENCE AND TECHNOLOGY (EAST)
Odisha,EINSTEIN ACADEMY OF TECHNOLOGY AND MANAGEMENT
Odisha,GANDHI ACADEMY OF TECHNOLOGY AND ENGINEERING
Odisha,GANDHI ENGINEERING COLLEGE
Odisha,GANDHI INSTITUTE FOR EDUCATION & TECHNOLOGY
Odisha,"TECHNOLOGICAL ADVANCEMENT (GITA), BHUBANESWAR"
Odisha,"GANDHI INSTITUTE FOR TECHNOLOGY,(GIFT) BHUBANESWAR"
Odisha,GANDHI INSTITUTE OF ADVANCED COMPUTER AND RESEARCH
Odisha,GANDHI INSTITUTE OF ENGINEERING AND TECHNOLOGY
Odisha,GANDHI INSTITUTE OF EXCELLENT TECHNOCRATS
Odisha,GANDHI INSTITUTE OF MANAGEMENT STUDIES
Odisha,GANDHI INSTITUTE OF SCIENCE AND TECHNOLOGY
Odisha,GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT (GITAM)
Odisha,GANDHI SCHOOL OF ENGINEERING
Odisha,GANGADHAR MEHER COLLEGE (AUTONOMOUS)
Odisha,"GANGADHAR MEHER COLLEGE(AUTO),SAMBALPUR"
Odisha,GAYATRI COLLEGE OF PHARMACY
Odisha,GAYATRI INSTITUTE OF COMPUTER AND MANAGEMENT STUDIES (GICMS)
Odisha,GAYATRI INSTITUTE OF SCIENCE AND TECHNOLOGY (GIST)
Odisha,"OF TECHNOLOGY & MANAGEMENT, PURI"
Odisha,GLOBAL INSTITUTE OF MANAGEMENT
Odisha,GOPAL KRISHAN COLLEGE OF ENGGINEERING & TECHNOLOGY
Odisha,"ENGINEERING, KALAHANDI, BHAWANIPATNA"
Odisha,GOVERNMENT POLYECHNIC
Odisha,GURUKRUPA TECHNICAL SCHOOL
Odisha,GURUKULA COLLEGE OF ENGINEERING FOR WOMEN
Odisha,GURUKULA ENGINEERING SCHOOL
Odisha,GURUKULA INSTITUTE OF TECHNOLOGY
Odisha,HDF SCHOOL OF MANAGEMENT
Odisha,HI-TECH COLLEGE OF ENGINEERING
Odisha,HI-TECH COLLEGE OF PHARMACY
Odisha,HI-TECH INSTITUTE OF ENGINEERING & MANAGEMENT
Odisha,HI-TECH INSTITUTE OF INFORMATION & TECHNOLOGY
Odisha,HI-TECH INSTITUTE OF TECHNOLOGY
Odisha,HOLY INSTITUTE OF TECHNOLOGY
Odisha,IDEAL SCHOOL OF ENGINEERING
Odisha,IIPM SCHOOL OF MANAGEMENT
Odisha,"IMT PHARMACY COLLEGE, PURI"
Odisha,INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY
Odisha,INDIAN INSTITUTE OF SCIENCE AND INFORMATION TECHNOLOGY(IISIT)
Odisha,INDIAN INSTITUTE OF TOURISM & TRAVEL MANAGEMENT
Odisha,INDIC INSTITUTE OF DESIGN AND RESEARCH
Odisha,INDIRA GANDHI INSTITUTE OF PHARMACEUTICAL SCIENCES
Odisha,INDIRA GANDHI INSTITUTE OF TECHNOLOGY SARANG
Odisha,INDOTECH COLLEGE OF ENGINEERING
Odisha,INDUS COLLEGE OF ENGINEERING
Odisha,INDUS SCHOOL OF ENGINEERING
Odisha,INNOVATION - THE BUSINESS SCHOOL
Odisha,INSTITUTE OF BUSINESS MANAGEMENT
Odisha,INSTITUTE OF ENGINEERING & MANAGEMENT
Odisha,INSTITUTE OF MANAGEMENT & INFORMATION SCIENCE
Odisha,INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY
Odisha,"INSTITUTE OF PHARMACY & TECHNOLOGY, SALIPUR"
Odisha,INSTITUTE OF PROFESSIONAL STUDIES & RESEARCH
Odisha,INSTITUTE OF TEXTILE TECHNOLOGY
Odisha,INFORMATION TECHNOLOGY BHUBANESWAR
Odisha,"INTERNATIONAL MANAGEMENT INSTITUTE, BHUBANESWAR"
Odisha,"MANAGEMENT & TECHNOLOGY,BHUBANESWAR"
Odisha,JAGANNATH INSTITUTE FOR TECHNOLOGY AND MANAGEMENT
Odisha,JAGANNATH INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,JEYPORE COLLEGE OF PHARMACY
Odisha,JEYPORE SCHOOL OF ENGINEERING AND TECHNOLOGY (JSET)
Odisha,JHADESWAR INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,JHARSUGUDA ENGINEERING SCHOOL
Odisha,KALAHANDI SCHOOL OF ENGINEERING & TECHNOLOGY
Odisha,KALAM INSTITUTE OF TECHNOLOGY
Odisha,KALINGA INSTITUE OF INDUSTRIAL TECHNOLOGY
Odisha,KALINGA INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,KALINGA INSTITUTE OF MINING ENGINEERING & TECHNOLOGY
Odisha,KANAK MANJARI INSTITUTE OF PHARMACEUTICAL SCIENCES
Odisha,"KEONJHAR SCHOOL OF ENGINEERING, KEONJHAR"
Odisha,KHALLIKOTE AUTONOMOUS COLLEGE
Odisha,KMBB COLLEGE OF ENGINEERING AND TECHNOLOGY
Odisha,KONARK INSTITUTE OF SCIENCE AND TECHNOLOGY
Odisha,KOUSTUV BUSINESS SCHOOL
Odisha,KOUSTUV INSTITUTE OF SELF DOMAIN
Odisha,KOUSTUV SCHOOL OF ENGINEERING
Odisha,KRUPAJAL BUSINESS SCHOOL
Odisha,KRUPAJAL COMPUTER ACADEMY
Odisha,KRUPAJAL ENGINEERING COLLEGE
Odisha,KRUPAJAL ENGINEERING SCHOOL
Odisha,KRUPAJAL MANAGEMENT STUDIES
Odisha,KRUTTIKA INSTITUTE OF TECHNICAL EDUCATION
Odisha,INFORMATION & MANAGEMENT SCIENCE
Odisha,"COOPERATIVE MANAGEMENT, BHUBANESWAR"
Odisha,MAHALAXMI INSTITUTE OF TECHNOLOGY & ENGINEERING
Odisha,"MAHAMAYA INSTITUTE OF MEDICAL & TECHNICAL SCIENCE, NUAPADA"
Odisha,MAHARAJA INSTITUTE OF TECHNOLOGY
Odisha,MAHARAJA PURNA CHANDRA (AUTONOMOUS)COLLEGE
Odisha,MAHAVIR ENGINEERING COLLEGE
Odisha,MAHAVIR INSTITUTE OF ENGINEERING AND TECHNOLOGY
Odisha,MANAGEMENT AND TECHNICAL STUDIES
Odisha,MAJHIGHARIANI INSTITUTE OF TECHNOLOGY AND SCIENCE
Odisha,MAYURBHANJ SCHOOL OF ENGINEERING
Odisha,MITS SCHOOL OF ENGINEERING
Odisha,MODERN ENGINEERING & MANAGEMENT STUDIES
Odisha,MODERN INSTITUTE OF TECHNOLOGY AND MANAGEMENT
Odisha,NALANDA INSTITUTE OF TECHNOLOGY
Odisha,NALANDA INSTITUTE OF TECHNOLOGY
Odisha,NARAYANI INSTITUTE OF ENGINEERING AND TECHNOLOGY
Odisha,NATIONAL INSTITUTE OF SCIENCE & TECHNOLOGY
Odisha,NATIONAL INSTITUTE OF SCIENCE & TECHNOLOGY
Odisha,NIGAM INSITUTE OF ENGINEERING & TECHNOLOGY
Odisha,NIIS INSTITUTE OF BUSINESS ADMINISTRATION
Odisha,NILASAILA INSTITUTE OF SCIENCE & TECHNOLOGY
Odisha,NIST BUSINESS SCHOOL
Odisha,NM INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,NORTH ODISHA SCHOOL OF ENGINEERING
Odisha,ORISSA ENGINEERING COLLEGE
Odisha,ORISSA INSTITUTE OF ENGINEERING AND TECHNOLOGY
Odisha,ORISSA SCHOOL OF ENGINEERING
Odisha,ORISSA SCHOOL OF MINING ENGINEERING
Odisha,"ENGINEERING, KEONJHAR(DEGREE STREAM)"
Odisha,OXFORD COLLEGE OF ENGINEERING AND MANAGEMENT
Odisha,PABITRA MOHAN INSTITUTE OF TECHNOLOGY
Odisha,PADMANAVA COLLEGE OF ENGINEERING
Odisha,"PADMASHREE KRUTARTHA ACHARYA COLLEGE OF ENGINEERING,BARGARH"
Odisha,INSTITUTE OF ENGINEERING AND TECHNOLOGY
Odisha,PARALA MAHARAJA ENGINEERING COLLEGE
Odisha,PATHANI SAMANTA INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,PJ COLLEGE OF MANAGEMENT & TECHNOLOGY
Odisha,PRESIDENCY COLLEGE BERHAMPUR
Odisha,PURI ENGINEERING SCHOOL
Odisha,PURNA CHANDRA INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,PURUSHOTTAM INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,PURUSHOTTAM SCHOOL OF ENGINEERING AND TECHNOLOGY
Odisha,R.K. INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,RAAJDHANI ENGINEERING COLLEGE
Odisha,TECHNOLOGY AND ENGINEERING (RITE)
Odisha,RAHUL INSTITUTE OF ENGINEERING & TECHNOLOGY
Odisha,RAJDHANI COLLEGE OF ENGINEERING AND MANAGMENT
Odisha,RAMARANI INSTITUTE OF TECHNOLOGY
Odisha,RAYAGADA INSTITUTE OF TECHNOLOGY AND MANAGEMENT
Odisha,REGIONAL COLLEGE OF MANAGEMENT AUTONOMOUS
Odisha,RJ SCHOOL OF MANAGEMENT STUDIES
Odisha,ROLAND INSTITUTE OF PHARMACEUTICAL SCIENCES
Odisha,ROLAND INSTITUTE OF TECHNOLOGY
Odisha,ROURKELA INSTITUTE OF MANAGEMENT STUDIES
Odisha,ROURKELA INSTITUTE OF TECHNOLOGY
Odisha,"ROURKELA INSTITUTE OF TECHNOLOGY,KALUNGA"
Odisha,ROYAL COLLEGE OF PHARMACY AND HEALTH SCIENCES
Odisha,S.C.B.MEDICAL COLLEGE
Odisha,"TECHNOLOY,P.G.CENTRE FOR MANAGEMENT STUDIES"
Odisha,SAI INSTITUTE OF TECHNOLOGICAL SCIENCE
Odisha,INSTITUTE OF TECHNOLOGY & MANAGEMENT
Odisha,INSTITUTE OF TECHNOLOGY AND MANAGEMENT
Odisha,SANJAY MEMORIAL INSTITUTE OF TECHNOLOGY
Odisha,"SANJAY MEMORIAL INSTITUTE OF TECHNOLOGY, SMIT"
Odisha,SARASWAT INSTITUTE OF MANAGEMENT
Odisha,SATYA SAI SCHOOL OF ENGINEERING (DIPLOMA)
Odisha,SATYASAI ENGINEERING COLLEGE
Odisha,"SCS COLLEGE (AUTONOMOUS) PURI,GOVT"
Odisha,"SEEMANTA ENGINEERING COLLEGE, MAYURBHANJ"
Odisha,SEEMANTA INSTITUTE OF PHARMACEUTICAL SCIENCES
Odisha,SHIBANI INSTITUTE OF TECHNICAL EDUCATION(SITE)
Odisha,SILICON INSTITUTE OF TECHNOLOGY
Odisha,SILICON INSTITUTE OF TECHNOLOGY
